Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Edwards,612,France,Female,33,0,64900.32,1,0,102426.12,0
Lucchesi,517,France,Male,53,0,109172.88,1,0,54676.1,1
Siciliani,645,France,Female,55,7,0,1,1,18369.33,0
Shih,696,France,Male,43,4,114091.38,0,1,159888.1,0
Logue,716,France,Female,40,3,0,0,1,167636.15,0
Rechner,590,France,Male,32,9,0,1,0,138889.15,0
O'Brien,656,France,Female,45,7,145933.27,1,1,199392.14,0
Stewart,473,France,Female,35,7,131504.73,1,0,189560.43,0
Batt,742,France,Female,44,8,107926.02,0,1,17375.27,1
Hope,834,France,Female,57,8,112281.6,1,0,140225.14,1
Ahmed,721,France,Male,41,7,0,0,1,61018.85,0
Pearson,590,Spain,Male,29,10,0,1,1,51907.72,1
Kruglov,516,Spain,Female,31,7,0,1,0,47018.75,0
Gordon,850,France,Male,33,0,124781.67,0,1,33700.52,0
Trujillo,748,France,Female,39,9,132865.56,1,1,59636.43,1
Pagnotto,798,France,Female,38,4,129055.13,1,0,157147.59,0
Horton,612,France,Male,76,6,96166.88,1,1,191393.26,0
DeRose,540,France,Female,40,3,165298.12,0,1,199862.75,0
Chiang,719,Spain,Female,33,7,0,1,0,20016.59,0
Gill,598,France,Male,48,6,120682.53,1,0,30635.52,1
Trevisano,796,Spain,Male,32,5,102773.15,0,1,117832.88,0
Morrison,579,France,Male,42,0,144386.32,1,1,22497.1,1
Onuora,850,France,Female,40,7,104449.8,1,1,747.88,0
Ikenna,599,Spain,Male,35,6,137102.65,0,0,76870.81,0
Mancini,724,France,Female,30,9,142475.87,1,1,107848.24,0
Moss,508,France,Female,43,9,0,1,0,103726.71,0
Ting,773,Spain,Male,37,2,103195.2,1,0,178268.36,0
Tai,526,France,Male,28,1,112070.44,0,1,126281.83,0
Pan,542,France,Female,29,7,0,0,1,196651.72,0
Wilson,470,France,Male,35,1,96473.59,0,0,5962.3,0
Bianchi,805,Spain,Male,37,5,0,1,0,21928.81,0
Holman,548,France,Male,49,9,108437.89,0,0,127022.87,1
Obidimkpa,672,France,Male,37,5,153195.59,1,1,162763.01,0
Wallace,773,France,Male,45,8,96877.21,1,1,113950.51,0
Ash,614,France,Male,44,6,0,0,1,104930.46,0
Ku,537,France,Female,38,10,0,0,0,52337.97,1
Uspensky,704,France,Female,40,6,95452.89,0,1,179964.55,0
Shih,586,Spain,Male,41,3,63873.56,1,0,83753.64,0
Kumm,677,France,Female,24,0,148298.59,0,0,182913.95,0
Carey,558,Spain,Female,31,7,0,1,0,166720.28,0
Farber,634,France,Female,37,7,143258.85,1,0,192721.98,0
Calabrese,655,France,Male,37,9,121342.24,1,1,180241.44,0
Findlay,619,France,Female,28,6,99152.73,1,0,48475.12,0
Yu,662,France,Female,41,4,0,1,0,126551.48,0
Edments,705,Spain,Male,33,7,68423.89,1,1,64872.55,0
Brown,527,Spain,Female,35,8,0,1,0,98031.53,1
Lindon,630,France,Female,25,7,79656.81,1,0,93524.22,0
Chukwudi,850,France,Male,35,2,0,1,1,56991.66,0
Caldwell,668,France,Female,53,10,110240.04,0,0,183980.56,1
Li Fonti,573,France,Female,32,9,125321.84,1,1,130234.63,0
Pitcher,680,France,Male,27,3,0,1,0,32454.26,0
Capon,758,France,Female,32,2,84378.9,1,1,75396.43,0
Kable,597,France,Male,45,7,0,0,0,167756.45,0
Lo Duca,580,France,Male,35,10,136281.41,1,1,24799.47,0
Kulikova,622,France,Male,59,5,119380.37,1,1,60429.43,0
Navarrete,638,France,Male,62,4,108716.59,1,1,74241.09,0
Huguley,640,France,Female,20,4,0,0,1,78310.82,0
Han,644,Spain,Male,28,0,0,1,0,119419.37,0
Horsley,753,France,Female,31,6,106596.29,0,0,91305.77,0
Massie,629,France,Female,37,10,99546.25,0,1,25136.95,1
Singh,775,France,Female,30,5,0,1,0,193880.6,1
H?,701,France,Female,41,2,0,1,0,47856.78,0
Doyle,708,Spain,Male,19,7,112615.86,1,1,4491.77,0
Grant,521,Spain,Female,22,10,0,1,1,101311.95,0
Law,636,France,Female,24,9,0,0,1,38830.72,0
King,529,France,Female,31,5,0,1,0,26817.23,0
Onwubiko,757,France,Male,28,3,75381.15,1,1,199727.72,0
Romano,767,Spain,Female,24,5,0,1,1,67445.85,0
Okwudilichukwu,525,Spain,Male,33,5,0,1,0,161002.29,0
Milano,759,Spain,Male,38,1,0,1,0,20778.39,0
Parker,520,France,Female,45,1,123086.39,1,1,41042.4,1
Aitken,738,France,Female,26,3,0,1,0,67484.16,0
Obiora,548,Spain,Male,37,4,0,1,0,121763.68,0
Vasilyeva,535,Spain,Male,48,9,109472.47,1,0,157358.43,1
Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,110275.17,0
Slater,850,France,Male,38,7,101985.81,0,0,43801.27,0
Hughes,487,France,Female,34,2,96019.5,0,0,9085,0
Menkens,731,France,Male,30,7,0,0,1,143086.09,0
Pisani,726,Spain,Female,35,9,0,0,1,100556.98,0
Y?an,609,France,Female,35,2,147900.43,1,0,140000.29,0
Milani,714,France,Male,52,4,100755.66,1,1,186775.25,0
Chin,694,Spain,Female,35,7,0,1,0,133570.43,1
Fu,786,France,Female,33,0,83036.05,0,1,154990.58,1
Howells,698,Spain,Male,27,6,125427.37,0,0,27654.44,0
Ni,601,France,Female,46,3,98202.76,0,0,137763.93,0
Maslova,769,Spain,Male,41,1,72509.91,1,0,25723.73,0
Forster,850,France,Male,44,3,140393.65,0,1,186285.52,0
Sun,646,Spain,Female,50,5,142644.64,1,1,142208.5,1
Bocharova,659,France,Female,44,9,23503.31,0,1,169862.01,1
Y?an,487,Spain,Male,33,8,145729.71,1,0,41365.85,0
Singh,740,France,Female,40,2,122295.17,1,1,30812.84,0
Nkemakonam,686,France,Male,39,4,0,1,0,155023.93,0
Chiemenam,612,Spain,Female,36,5,119799.27,1,0,159416.58,0
Angelo,655,Spain,Male,37,8,163708.58,0,0,76259.23,0
Frolov,617,France,Male,34,1,61687.33,1,0,105965.25,0
West,674,France,Female,27,4,79144.34,0,1,50743.83,0
Beatham,711,Spain,Male,32,5,0,1,1,147720.27,0
Pollard,624,France,Female,27,7,104848.68,1,1,167387.36,0
Hsing,597,Spain,Male,26,5,0,0,1,95159.13,0
Dowse,682,Spain,Male,46,4,0,1,1,4654.28,0
Lucciano,775,France,Male,45,8,0,1,0,130376.68,0
Godfrey,727,France,Female,29,1,146652.01,1,1,173486.39,0
Gratton,629,France,Male,31,6,0,1,0,93881.75,0
Manning,684,France,Male,46,0,0,1,1,36376.97,0
Mazzi,549,France,Female,37,1,130622.34,1,1,128499.94,0
Wall,593,France,Male,69,2,187013.13,0,1,105898.69,0
Sims,536,Spain,Male,40,9,0,1,1,11959.03,0
Allan,707,France,Female,36,6,0,0,0,98810.78,0
Griffen,592,Spain,Male,41,0,0,1,0,65906.07,0
Russell,703,France,Male,44,6,98862.54,1,0,151516.7,0
Brown,723,Spain,Female,45,4,0,1,0,37214.39,0
Palerma,452,France,Male,52,1,98443.14,0,0,92033.98,0
Gilbert,552,Spain,Male,42,4,0,0,0,195692.3,0
Uvarov,633,France,Female,47,0,0,1,1,6342.84,1
Wisdom,479,France,Female,23,9,123575.51,0,1,95148.28,0
Hussain,768,France,Male,25,6,0,1,1,21215.67,0
Woods,742,France,Male,31,4,105239.1,1,1,19700.24,0
Cameron,668,France,Male,56,9,110993.79,1,0,134396.64,1
Mai,707,Spain,Male,44,3,0,1,1,135077.01,0
Gibson,754,Spain,Male,39,7,157691.98,1,0,133600.89,1
Grigoryeva,544,France,Male,47,5,105245.21,0,0,99922.08,1
Gunter,718,Spain,Male,32,8,0,1,1,41399.33,0
Arcuri,762,France,Male,31,7,117687.35,1,1,159344.43,0
Tung,772,France,Male,23,2,0,1,0,18364.19,0
Smith,691,France,Female,37,7,123067.63,1,1,98162.44,1
Lori,502,France,Male,45,0,0,0,0,84663.21,0
Chidimma,563,France,Female,34,6,0,0,0,36536.93,0
Ting,676,France,Female,41,4,101457.14,1,1,79101.67,0
Tsao,576,Spain,Male,52,2,100549.43,1,1,16644.16,0
Collee,629,Spain,Male,35,4,174588.8,0,1,158420.14,0
Lettiere,625,Spain,Male,52,8,121161.57,1,0,48988.28,0
Fu,628,France,Male,45,9,0,1,1,96862.56,0
Bergamaschi,471,France,Female,36,5,90063.74,1,1,96366.7,0
Dyer,811,France,Female,45,5,0,1,1,146123.19,0
Buccho,504,France,Male,42,3,134936.97,0,0,135178.91,0
Jones,687,France,Female,24,3,110495.27,1,0,158615.41,0
Nebechi,660,France,Female,37,2,133200.09,0,0,71433.88,0
Ibekwe,548,France,Female,41,4,82596.8,0,1,55672.09,0
Gorshkov,609,France,Male,31,9,103837.75,1,1,150218.11,0
Nweke,659,Spain,Female,42,2,0,0,0,162734.31,1
Hairston,526,France,Male,52,8,93590.47,0,1,21228.71,1
Loggia,725,France,Male,40,8,104149.66,1,0,62027.9,0
Morgan,519,France,Male,38,1,114141.64,1,1,60988.21,1
Abdulov,562,France,Female,31,9,117153,1,1,108675.01,0
Norris,482,France,Male,45,7,156353.46,1,0,72643.95,1
Clark,535,Spain,Male,37,3,175534.78,1,1,9241.52,0
Chukwudi,561,France,Female,27,9,135637,1,0,153080.4,1
Perkin,661,France,Female,30,7,0,1,0,72196.57,0
Ch'ang,771,France,Male,27,2,0,1,1,199527.34,0
Kang,545,France,Male,26,7,0,0,1,156598.23,0
Chukwudi,850,France,Female,33,2,83415.04,0,1,74917.64,0
Frolova,601,France,Male,43,3,141859.12,1,1,111249.62,0
Chiu,712,France,Male,38,7,132767.66,1,1,59115.77,0
Simpson,589,France,Female,31,10,110635.32,1,0,148218.86,0
McLean,600,Spain,Male,37,8,177657.35,1,1,77142.32,0
Hu,642,France,Male,41,4,157777.58,1,0,67484.6,0
Savage,575,France,Male,47,9,107915.94,1,1,63452.18,1
Wallace,570,France,Female,57,5,86568.75,0,1,103660.31,0
Winter,532,France,Male,52,9,137755.76,1,0,163191.99,1
Ho,796,France,Male,30,2,137262.71,1,0,62905.29,0
Su,833,Spain,Male,32,6,0,1,1,44323.22,1
Li Fonti,642,Spain,Female,36,6,0,1,1,97938.59,0
Ives,655,France,Male,28,10,0,0,1,126565.21,0
Trevisani,736,France,Male,50,9,116309.01,1,0,185360.4,1
Bond,617,France,Female,34,0,131244.65,1,0,183229.02,0
Lettiere,762,France,Male,28,3,125155.83,1,1,106024.02,0
Houghton,703,France,Male,35,5,140691.08,1,0,167810.26,0
Lei,507,France,Male,41,3,58820.32,1,1,138536.09,0
Stirling,581,France,Female,26,3,105099.45,1,1,184520,1
Grant,593,France,Male,31,9,0,0,1,20492.16,0
Baresi,648,France,Male,23,9,168372.52,1,0,134676.72,0
Pearce,462,France,Male,34,1,94682.56,1,0,138478.2,0
Rutledge,596,Spain,Male,36,2,0,0,1,125557.95,0
Udegbunam,627,France,Female,44,5,0,1,0,82969.61,1
Zaytseva,494,France,Male,40,7,0,0,1,158071.69,0
Onyemauchechukwu,627,France,Male,73,0,146329.73,0,1,43615.67,0
Mullah,850,Spain,Male,37,2,0,1,0,119969.99,0
Candler,632,France,Female,49,5,167962.7,0,0,140201.21,0
Konovalova,490,France,Male,33,1,0,1,1,80792.83,0
Lei,715,France,Male,40,7,0,1,1,141359.11,0
Hollis,679,France,Male,48,8,0,1,0,23344.94,0
Lionel,619,France,Male,44,3,116967.68,1,0,5075.17,1
Francis,465,Spain,Female,33,6,0,1,1,95500.98,0
Carter,736,Spain,Male,32,7,0,0,1,79082.62,0
Mai,501,France,Female,34,7,93244.42,0,1,199805.63,0
Johnson,535,France,Female,29,5,0,0,1,52709.55,0
Sherman,759,France,Female,33,2,0,1,0,56583.88,0
Sabbatini,819,France,Male,35,1,0,0,1,3385.04,0
Shih,533,France,Male,43,4,80442.06,0,1,12537.42,0
Yao,632,France,Female,35,2,150561.03,0,0,64722.61,0
Ko,686,France,Male,60,9,0,1,1,75246.21,1
Kazakova,687,France,Female,34,9,125474.44,1,0,198929.84,0
Chiganu,667,France,Female,33,4,127076.68,1,0,69011.66,0
Nucci,699,Spain,Female,25,8,0,1,1,52404.47,0
Marsden,497,Spain,Male,37,8,128650.11,1,1,163641.53,0
Serena,780,Spain,Female,33,6,145580.61,1,1,154598.56,0
McLean,652,France,Female,51,3,0,1,0,173989.47,1
Longo,477,France,Male,47,9,144900.58,1,0,61315.37,1
Wilson,652,France,Female,37,4,0,1,0,143393.24,0
Hsiung,488,France,Female,31,8,97588.6,0,0,124210.53,0
Wright,572,France,Male,24,1,0,1,1,151460.84,0
Folliero,755,France,Female,38,1,0,1,0,20734.81,0
Johnston,779,France,Female,24,10,122200.31,1,0,43705.56,0
Palermo,693,Spain,Female,46,3,151709.33,1,0,180736.24,0
Nwabugwu,530,Spain,Female,22,7,0,1,0,104170.48,0
Endrizzi,738,Spain,Female,33,3,122134.4,0,1,27867.59,0
Tuan,690,France,Male,31,2,137260.45,1,0,55387.28,0
Udobata,611,France,Female,30,9,88594.14,1,0,196332.45,0
Ibezimako,643,Spain,Male,34,6,0,1,1,116046.22,0
Maclean,632,France,Male,41,8,127205.32,1,0,93874.87,1
Shaw,727,Spain,Female,31,10,96997.09,0,0,76614.04,0
Cummins,508,France,Female,64,2,0,1,1,6076.62,0
Lavrentiev,550,France,Male,31,5,142200.19,1,1,122221.71,0
Saunders,754,France,Female,39,3,160761.41,1,1,24156.03,0
Fiorentino,759,France,Male,26,4,0,1,0,135394.62,0
Knight,794,Spain,Male,33,8,0,0,0,91340.02,0
Manfrin,549,France,Male,29,3,0,1,0,146090.38,0
Zetticci,671,France,Male,31,0,116234.61,1,0,172096.08,0
Angelo,756,France,Female,26,5,155143.52,0,1,135034.57,1
Zhdanov,632,France,Female,21,1,0,1,0,84008.66,0
Peck,579,France,Male,38,8,0,0,0,91763.67,0
Uwaezuoke,748,France,Male,34,5,84009.47,1,1,137001.1,0
White,488,France,Female,28,7,139246.22,1,0,106799.49,0
Greco,710,France,Male,58,7,170113,0,1,10494.64,0
Chu,619,Spain,Female,41,8,0,1,1,79866.73,1
Kodilinyechukwu,773,France,Male,64,2,145578.28,0,1,186172.85,0
Scott,657,Spain,Male,75,7,126273.95,0,1,91673.6,0
Enyinnaya,579,France,Female,26,10,162482.76,1,1,18458.2,0
Hao,542,France,Male,29,9,0,1,0,8342.35,0
McElhone,709,France,Female,32,2,87814.89,1,0,138578.37,0
Ko,617,Spain,Male,61,3,113858.95,1,1,38129.22,0
Day,568,France,Male,43,5,87612.64,1,1,107155.4,1
Harris,769,France,Female,73,1,0,1,1,29792.11,0
Gerald,608,France,Male,26,1,106648.98,0,1,7063.6,0
Nebeuwa,503,Spain,Male,31,4,0,1,1,21645.06,0
Kaodilinakachukwu,608,France,Female,38,8,103653.51,1,1,137079.86,0
Maruff,731,France,Male,37,3,116880.53,0,0,172718.35,1
Howe,850,France,Female,40,4,97990.49,0,0,106691.02,0
Knepper,591,France,Female,34,4,150635.3,1,1,72274.84,0
Fennell,579,Spain,Male,37,4,0,1,1,32246.63,0
T'ao,570,France,Male,39,10,129674.89,1,0,80552.36,0
Morris,709,France,Female,37,9,0,1,0,16733.59,0
Holmes,611,France,Male,53,3,83568.26,0,0,1235.49,0
Yu,775,Spain,Male,48,4,178144.91,0,0,50168.41,1
Walker,699,France,Male,36,6,147137.74,1,1,33687.9,0
Edwards,618,France,Male,37,5,0,0,1,178705.45,1
Harvey,704,France,Male,36,3,114370.41,0,1,66810.48,0
McDonald,835,France,Female,47,5,108289.28,1,1,45859.55,1
Chambers,714,France,Male,39,3,149887.49,1,0,63846.36,0
Reed,581,Spain,Female,43,4,170172.9,0,1,100236.02,0
Shih,592,France,Male,27,3,0,1,1,19645.65,0
Onyemachukwu,551,France,Male,43,7,0,1,0,178393.68,0
Teng,689,France,Female,28,2,64808.32,0,0,78591.15,0
Hand,604,France,Female,56,0,62732.65,0,1,124954.56,0
Onyemauchechukwu,514,France,Female,41,7,0,1,1,3756.65,0
Bailey,698,France,Male,29,5,95167.55,1,1,152723.23,0
Chiang,581,France,Female,54,2,152508.99,1,0,187597.98,1
Maclean,573,France,Male,31,0,134644.19,1,1,70381.49,0
Yobachi,449,Spain,Female,33,8,0,0,0,156792.89,0
Munro,850,France,Female,31,3,51293.47,0,0,35534.68,0
Chidi,612,France,Male,41,5,0,0,0,151256.22,0
Chamberlain,690,Spain,Male,49,8,116622.73,0,1,51011.29,0
Trujillo,599,Spain,Female,49,2,0,1,0,111190.53,0
Tang,498,France,Male,33,1,198113.86,1,0,69664.35,0
Wilson,497,France,Female,29,4,85646.81,0,0,63233.02,1
Mann,802,Spain,Male,51,7,0,0,1,40855.79,0
Parry,644,France,Male,33,9,141234.98,1,0,95673.05,0
Manfrin,714,France,Male,34,10,0,1,1,80234.14,0
Millar,690,France,Female,40,9,77641.99,0,0,189051.59,1
Simmons,522,Spain,Male,30,3,0,1,0,145490.85,0
Beneventi,502,France,Female,40,7,117304.29,0,0,196278.32,0
Chung,730,Spain,Female,62,2,0,1,1,162889.1,0
Maxwell,590,France,Male,36,6,92340.69,1,1,174667.58,0
Dale,458,France,Male,35,9,146780.52,1,1,3476.38,0
Stevens,553,Spain,Male,41,6,144974.55,1,1,19344.92,0
Wei,479,France,Male,47,1,0,1,0,95270.83,0
Chiu,693,France,Male,31,2,0,1,1,107759.31,0
Duncan,707,Spain,Male,43,10,0,1,0,118368.2,0
Brady,636,Spain,Male,37,1,115137.26,1,0,52484.01,0
Macleod,807,France,Male,33,10,101952.97,1,0,178153.65,0
Berkeley,513,France,Female,45,0,164649.52,1,0,49915.52,1
Kaur,582,France,Male,31,2,0,1,1,33747.03,0
Bell,694,France,Male,32,0,91956.49,1,1,59961.81,0
Nwokike,777,France,Male,39,8,0,1,1,18613.52,0
Williamson,598,France,Male,32,9,123938.6,1,0,198894.42,0
Mountgarrett,762,France,Male,46,6,123571.77,0,1,57014.17,1
Wreford,588,France,Female,34,3,120777.88,1,1,131729.52,0
Paterson,663,France,Male,42,5,90248.79,1,1,79169.73,0
Hou,777,France,Male,36,7,0,1,0,106472.34,0
Smith,592,France,Male,71,4,0,0,1,17013.54,0
Peng,631,France,Male,48,1,106396.48,1,1,150661.42,1
Wollstonecraft,725,France,Female,47,1,104887.43,0,0,86622.56,1
Bolton,850,France,Male,34,2,72079.71,1,1,115767.93,0
Corrie,540,France,Male,37,6,0,1,0,141998.89,0
Boyle,674,Spain,Male,36,2,0,1,1,182787.17,0
Lambie,553,France,Male,38,3,99844.68,0,0,187915.7,0
Cartwright,630,France,Female,28,1,0,1,1,133267.78,0
Lu,466,France,Male,26,3,156815.71,1,1,137476.09,0
Pisano,613,France,Male,47,6,146034.74,1,1,77146.14,0
Chukwubuikem,558,France,Male,27,1,152283.39,1,0,183271.15,0
Harper,775,France,Female,33,1,118897.1,1,1,26362.4,0
Wilson,698,France,Male,52,8,96781.39,1,1,153373.71,0
Ch'in,608,France,Male,33,1,102772.67,1,0,70705.58,0
Streeton,670,Spain,Female,20,4,0,1,0,119759.24,0
Ch'ang,591,Spain,Male,39,8,0,0,0,42392.24,0
Pennington,633,France,Male,40,4,150578,0,1,34670.62,1
T'ien,678,France,Female,46,1,0,0,0,82106.19,0
Liu,590,France,Male,47,3,0,1,0,171774.5,0
Cunningham,705,France,Female,48,0,0,0,0,149772.61,0
Ch'in,608,France,Male,42,10,163548.07,1,0,38866.85,0
Smith,682,France,Female,37,8,148580.12,1,0,35179.18,0
Anderson,596,France,Male,32,3,96709.07,0,0,41788.37,0
Forbes,395,France,Female,34,5,106011.59,1,1,17376.57,1
Ansell,578,France,Male,37,1,135650.88,1,0,199428.19,0
Chiu,547,France,Male,55,4,111362.76,1,0,16922.28,1
Yevdokimova,609,France,Male,37,1,39344.83,1,1,178291.89,1
Chamberlin,774,France,Male,36,9,130809.77,1,0,152290.28,0
Johnston,712,France,Female,27,2,133009.51,1,0,126809.15,0
McDonald,585,France,Female,28,9,135337.49,1,1,40385.61,0
Chen,666,France,Female,32,10,112536.57,1,1,34350.54,0
Cattaneo,708,Spain,Female,35,8,122570.69,0,0,199005.88,0
Barclay-Harvey,513,France,Male,44,1,63562.02,0,1,52629.73,1
Dawson,445,France,Male,37,3,0,1,1,180012.39,0
Costa,690,France,Male,44,9,100368.63,0,0,35342.33,0
Chikwado,850,France,Male,37,6,0,1,0,109291.22,0
Ch'eng,537,Spain,Female,33,7,136082,1,0,62746.54,0
Harrison,705,France,Male,48,9,114169.16,0,0,173273.2,1
Crawford,670,France,Female,45,5,47884.92,1,1,54340.24,0
Gibson,652,Spain,Female,36,1,0,1,1,19302.78,0
Martin,696,Spain,Male,24,9,0,0,0,10883.52,0
Stokes,747,France,Male,49,6,202904.64,1,1,17298.72,1
Niu,511,France,Female,46,1,0,1,1,115779.48,1
Ampt,743,Spain,Male,43,2,161807.18,0,1,93228.86,1
Wynn,532,France,Male,52,3,110791.97,1,0,148704.77,1
Lawrence,642,Spain,Female,33,9,0,1,1,150475.14,0
Wagner,554,France,Female,54,6,108755,1,0,40914.32,1
Argyle,604,Spain,Female,34,3,0,1,0,38587.7,0
Ofodile,602,France,Female,72,3,0,1,1,171260.66,0
Chiemenam,757,Spain,Female,55,9,117294.12,1,0,94187.47,1
Akobundu,491,France,Male,26,4,102251.14,1,1,145900.89,0
Locke,850,France,Male,31,4,0,0,0,152298.28,0
Bullen,521,France,Male,22,5,0,1,1,99828.45,0
Forster,726,France,Male,37,2,132057.92,1,0,34743.98,0
Smith,596,France,Male,33,8,0,1,0,121189.3,1
Craig,850,France,Female,35,7,114285.2,0,1,129660.59,0
Archer,637,France,Female,41,9,0,1,0,145477.36,0
McWilliams,690,Spain,Male,32,2,76087.98,0,1,151822.66,0
Moss,689,France,Male,40,8,160272.27,1,0,49656.24,0
Townsend,633,Spain,Male,63,4,114552.6,1,0,73856.28,1
Brown,555,France,Female,27,8,102000.17,1,1,116757,0
Munson,563,Spain,Male,24,7,0,0,0,16319.56,0
T'ien,494,France,Female,33,1,137853,0,1,90273.85,0
Shubin,534,France,Male,27,9,0,1,0,161344.13,0
Isayeva,696,France,Male,42,7,162318.61,1,0,121061.89,0
Hung,535,Spain,Female,50,1,140292.58,0,0,69531.22,1
Webb,600,France,Male,34,0,0,0,1,3756.23,0
Scott,807,France,Female,34,1,0,0,0,114448.13,0
Rahman,714,France,Female,52,2,0,0,1,144045.08,1
Lori,590,France,Male,24,7,126431.54,1,0,58781.11,0
Cooke,614,France,Female,41,3,123475.04,1,1,179227.52,0
Volkova,766,France,Female,45,6,97652.96,1,0,127332.33,0
Lamb,557,Spain,Male,42,4,0,0,1,86642.38,0
Hawes,788,France,Female,49,4,137455.99,1,0,184178.29,1
Smith,648,France,Female,38,2,0,0,1,9551.49,0
Swanton,726,France,Female,33,7,99046.31,1,1,56053.06,0
Mitchell,773,France,Male,33,9,0,1,1,1118.31,0
Colombo,583,France,Male,27,4,105907.42,1,1,195732.04,0
Shaw,565,France,Male,52,5,97720.35,1,0,175070.94,1
Shipp,705,France,Male,25,9,0,0,1,112331.19,0
Jonathan,685,Spain,Male,43,4,97392.18,1,0,43956.83,0
Hernandez,741,France,Male,29,8,0,1,1,115994.52,0
Green,658,France,Female,28,9,152812.58,1,0,166682.57,0
Young,575,France,Male,27,3,139301.68,1,0,99843.98,0
Han,844,France,Female,41,10,76319.64,1,1,141175.18,1
Highland,559,Spain,Male,67,9,125919.35,1,0,175910.95,1
Hamilton,725,France,Male,37,6,124348.38,0,1,176984.34,0
Yobanna,450,France,Male,29,7,117199.8,1,1,43480.63,0
Crawford,738,France,Female,57,9,148384.64,0,0,155047.11,1
Beavers,642,France,Female,19,3,113905.48,1,1,176137.2,0
Williamson,618,Spain,Male,32,5,133476.09,0,1,154843.4,0
Beneventi,590,France,Male,47,0,117879.32,1,1,8214.46,0
Chidumaga,735,France,Male,50,2,0,0,1,147075.69,0
Mitchell,550,France,Male,34,8,122359.5,0,0,116495.55,0
Chibugo,729,Spain,Female,28,0,0,1,1,31165.06,1
Hyde,743,France,Male,59,5,108585.35,1,1,192127.22,1
Alekseeva,555,France,Male,31,8,145875.74,1,0,137491.23,0
Abdulov,667,Spain,Female,36,3,121542.57,1,1,186841.71,0
Buckley,790,Spain,Female,41,7,109508.68,0,0,86776.38,0
Howard,727,France,Male,34,2,146407.11,1,1,72073.72,0
Peel,744,France,Female,39,6,0,0,0,10662.58,0
Herz,629,France,Male,35,8,112330.83,1,1,91001.02,0
Holden,619,France,Female,35,4,90413.12,1,1,20555.21,0
McLean,634,France,Male,34,8,105302.66,1,1,123164.97,0
Findlay,608,Spain,Female,35,6,0,1,1,143463.28,0
Wyatt,507,France,Female,35,1,0,0,0,92131.54,0
Rapuluolisa,536,France,Female,35,4,121520.36,0,0,77178.42,0
Buckland,730,Spain,Female,43,1,103960.38,1,1,193650.16,0
Hargreaves,583,France,Male,39,8,102945.01,0,0,52861.89,0
Onyeoruru,644,France,Female,24,8,92760.55,1,0,35896.75,0
Salas,790,Spain,Male,37,8,0,1,1,149418.41,0
Laney,807,France,Female,40,1,134590.21,1,1,46253.65,0
Fu,581,France,Female,37,10,104255.03,1,0,86609.37,0
Tien,627,Spain,Female,55,6,0,0,0,91943.94,1
Sazonova,850,France,Male,41,3,0,1,0,128892.36,0
Tuan,754,France,Female,35,4,0,1,0,44830.71,0
Wei,551,France,Male,50,1,121399.98,0,1,84508.44,1
Bergamaschi,637,France,Male,35,8,147127.81,1,1,84760.7,0
Taylor,699,Spain,Male,31,8,125927.51,1,0,147661.47,0
Messersmith,542,France,Female,25,7,0,0,1,82393.08,0
Coles,640,France,Male,48,1,111599.32,0,1,135995.58,0
Brookes,553,France,Female,27,3,0,0,0,159800.16,0
Reid,741,France,Male,38,9,0,1,0,14379.01,0
Etheridge,598,France,Male,35,8,114212.6,1,1,74322.85,0
Jolly,660,Spain,Female,42,5,0,1,1,189016.24,1
Chizoba,618,Spain,Male,41,4,115251.64,0,0,136435.75,0
Eberegbulam,647,France,Male,43,9,0,1,1,78488.39,0
Pagnotto,491,France,Female,68,3,107571.61,0,1,113695.99,0
Lucchesi,652,France,Female,32,2,0,1,0,54628.11,0
Hughes,650,France,Female,45,9,152367.21,1,0,150835.21,1
Panicucci,413,France,Male,39,1,130969.77,1,1,158891.79,0
Burns,416,France,Female,25,0,97738.97,1,1,160523.33,0
Ricci,629,Spain,Male,34,8,0,1,1,180595.02,0
Lambert,678,Spain,Female,40,4,113794.22,1,0,16618.76,0
